Output (S),Ia,Ib,Ic,Va,Vb,Vc,Unnamed: 7,Unnamed: 8,prediction
1,85.08596545,-818.1412664,733.101658,-0.03514768,-0.002554825,0.037702506,,,1
0,6.600066104,-28.55268016,18.88140503,0.592832126,-0.273513496,-0.31931863,,,0
1,45.44223811,-786.0861529,742.645841,-0.036496133,-0.00037551,0.036871644,,,1
0,-22.77508035,70.84236254,-45.35615098,-0.610935938,0.287346808,0.323589131,,,0
1,-480.192647,-417.3010203,897.6225834,-0.039612867,0.023706273,0.015906593,,,1
0,-70.56586976,38.31346051,35.05717096,-0.097982271,-0.469160353,0.567142625,,,0
1,302.2707958,-870.4003199,568.1272642,-0.028561046,-0.012796117,0.041357163,,,1
0,-23.35826359,-12.36321018,32.52069006,0.531665211,-0.481704297,-0.049960914,,,0
1,-208.4646119,848.4742054,-637.8912869,0.031786125,0.00835539,-0.040141516,,,1
1,-690.1932316,826.6395049,23.66885629,0.007318848,0.089670861,-0.096989709,,,1
1,-815.0820683,111.9875264,703.0923148,-0.03263674,0.039755605,-0.007118866,,,1
0,-67.89280213,24.26137668,46.42875848,0.044372684,-0.544693969,0.500321286,,,0
0,-50.51617589,96.24903969,-48.97669157,-0.543506468,0.030435593,0.513070875,,,0
0,14.86265768,45.97113391,-60.83379159,-0.545187393,0.501571122,0.043616271,,,0
1,881.3273222,-377.0463327,-502.2209034,0.022642257,-0.042289903,0.019647645,,,1
0,41.26253826,-33.33512207,-5.978668225,0.492612498,0.054285336,-0.546897833,,,0
0,19.06251962,-28.50096306,6.126257501,0.57462705,-0.149226239,-0.425400811,,,0
0,-70.68088407,42.6867302,30.80170105,-0.144683474,-0.437931185,0.582614659,,,0
0,-22.06678535,-14.31381633,33.30082121,0.536261793,-0.477053905,-0.059207888,,,0
0,19.39394959,-29.81175543,7.230528299,0.575154135,-0.150001373,-0.425152762,,,0
1,-429.0698688,-442.5451551,-55.52160228,-0.042337238,0.34942876,-0.307091522,,,1
0,54.5093237,7.167611779,-64.96501778,0.06911975,0.498707048,-0.567826798,,,0
1,866.5721486,-584.9240893,-279.5844065,0.011759561,-0.041093612,0.029334051,,,1
0,4.583159814,80.28453442,-88.00694076,-0.566470273,0.510145421,0.056324852,,,0
0,-66.56977998,24.62886216,38.302891,-0.05580227,-0.495283144,0.551085414,,,0
1,582.1684733,-875.4232218,295.4079465,-0.015040039,-0.026684802,0.041724842,,,1
0,13.57628962,-52.65771138,41.73965806,0.596696874,-0.238279018,-0.358417856,,,0
0,54.73573432,-39.9864686,-9.054335267,0.332187075,0.269145279,-0.601332354,,,0
0,-63.99821988,35.48732787,25.16800685,0.166338168,-0.570398297,0.404060129,,,0
0,11.07939947,-28.53585752,14.26642252,0.58952859,-0.230244233,-0.359284357,,,0
0,52.73076926,17.3774026,-73.39278006,-0.035294187,0.555518352,-0.520224165,,,0
1,-836.8941489,663.5091466,173.3828423,-0.006612599,0.039570353,-0.032957754,,,1
0,50.799434,-17.22968165,-33.66233192,0.376028247,0.226596643,-0.602624889,,,0
0,-54.86437645,78.33959391,-21.15925585,-0.485287475,-0.075168551,0.560456026,,,0
1,-846.8779399,208.2545246,640.7208576,-0.02946649,0.041116772,-0.011650282,,,1
1,-510.5818333,879.5632896,-368.98372,0.019235906,0.023079962,-0.042315868,,,1
0,-38.27978424,82.33374229,-41.73309554,-0.583524442,0.133089458,0.450434984,,,0
0,48.16147913,29.76869771,-81.08666687,-0.166331488,0.603834942,-0.437503454,,,0
0,-55.24571489,18.29241792,38.77586438,0.2579502,-0.589223164,0.331272964,,,0
1,341.0460908,-876.6590629,535.6107087,-0.027054971,-0.014683093,0.041738064,,,1
0,3.774667294,84.28443421,-91.38046463,-0.568095394,0.512527011,0.055568384,,,0
0,-50.42377312,-8.642061341,61.74175648,0.337225906,-0.601016228,0.263790322,,,0
0,21.87872989,54.33760154,-73.88138226,-0.482426703,0.573166712,-0.090740009,,,0
0,58.38845488,-42.23856531,-19.86585,0.245967693,0.355519803,-0.601487495,,,0
1,366.446804,-21.05788152,39.04149147,0.31662757,-0.59841653,0.28178896,,,1
0,57.30523296,-11.86041875,-43.09414923,0.112412657,0.463571946,-0.575984603,,,0
0,22.65023803,-39.6124309,18.91688601,0.588684638,-0.207562091,-0.381122548,,,0
1,257.0699076,603.2005594,-860.2717926,0.041605905,-0.013938163,-0.027667742,,,1
1,-328.6086017,-63.75760649,45.60828517,0.372747254,-0.448677461,0.075930208,,,1
1,-434.3589428,-447.9755205,884.3433273,-0.042352568,0.022381307,0.019971261,,,1
1,-458.972274,-424.5849117,883.5549222,-0.042295984,0.02351533,0.018780654,,,1
0,48.14640301,-37.27279862,-8.603694658,0.412109237,0.177547551,-0.589656788,,,0
1,-859.1355823,606.4593051,254.7803817,-0.01051376,0.040811955,-0.030298194,,,1
1,-17.2547289,-593.2306908,612.8601908,-0.433791455,-0.024668794,0.458460249,,,1
0,-29.78088916,-32.96798909,62.74887825,0.454958309,-0.574458045,0.119499735,,,0
1,170.825006,-16.85694842,18.51621692,0.353970792,-0.583917766,0.229946975,,,1
1,627.0216378,-852.8956028,225.8717017,-0.012518202,-0.0287591,0.041277301,,,1
0,-1.252174788,-39.16225162,42.78636906,0.59195768,-0.362197253,-0.229760427,,,0
1,847.6528155,-207.9664522,-639.6886268,0.029420233,-0.041043791,0.011623558,,,1
1,155.1965071,55.35345924,-49.10253859,-0.382212328,0.526702931,-0.144490604,,,1
1,861.9380965,-609.1755008,-252.7567863,0.010662841,-0.04089756,0.030234719,,,1
0,48.60523462,28.77740581,-80.53943382,-0.157105001,0.60124161,-0.444136609,,,0
0,37.08328688,-24.67807576,-15.83928639,0.485291649,0.068088469,-0.553380118,,,0
1,-422.2256592,-459.8782285,884.1125587,-0.04236885,0.021813453,0.020555397,,,1
0,-46.98081706,-3.132576058,52.32091388,0.358099972,-0.592241045,0.234141073,,,0
1,-655.2593508,-15.40190263,-29.07615106,-0.16082712,0.495283191,-0.334456072,,,1
0,-51.14475738,-7.684848456,61.50578503,0.329332749,-0.601675953,0.272343204,,,0
1,31.01721626,-797.0035968,-55.89292427,-0.034905847,0.228009779,-0.193103931,,,1
1,-51.57979718,758.9470708,-704.7946981,0.027360434,-0.013967488,-0.013392946,,,1
0,-46.34777571,-19.23380608,61.95925374,0.349201654,-0.603300141,0.254098487,,,0
0,-32.34323192,-20.54074865,55.26264154,0.477123686,-0.545411647,0.068287962,,,0
0,-25.65731512,96.83196603,-74.55500552,-0.619398336,0.296761079,0.322637257,,,0
1,51.90274994,736.7831981,56.89961517,0.038628504,-0.252072345,0.213443841,,,1
0,-35.34843592,-12.571981,47.92041691,0.297321281,-0.596182452,0.298861172,,,0
1,-19.75593907,-48.771313,49.84597637,0.37941706,-0.563652623,0.184235563,,,0
0,-62.45664508,82.34294276,-17.97896594,-0.395642902,-0.197282403,0.592925305,,,0
1,-710.6057992,141.1985984,571.5893563,0.037208301,0.019572507,-0.056780808,,,1
1,180.4266328,-851.5256269,673.2590316,-0.032092555,-0.007192393,0.039284948,,,1
0,-0.271530326,-22.62203519,19.44585142,0.589672055,-0.319806282,-0.269865773,,,0
1,864.8859027,43.04544828,10.64946662,0.009614145,-0.307767323,0.298153179,,,1
0,57.45343775,-45.12657909,-16.04423142,0.280216231,0.324009891,-0.604226122,,,0
1,799.6921718,67.51689728,-19.35060576,-0.212058771,0.048314485,0.163744286,,,1
0,-68.44215557,50.8580981,19.48388591,-0.037371065,-0.495072394,0.532443459,,,0
1,41.76445469,-93.94021537,55.02219217,0.517510494,-0.003685466,-0.513825028,,,1
1,-870.2017076,564.8870772,307.4179263,-0.013069746,0.041449137,-0.028379391,,,1
0,53.65192101,-52.11861259,-5.25455869,0.36828263,0.231156029,-0.599438659,,,0
0,12.33112457,-46.69019922,54.53153233,0.597847008,-0.329245216,-0.268601792,,,1
1,-400.3871278,-497.1924005,899.7489274,-0.036360588,0.01912269,0.017237898,,,1
0,-40.84843554,2.580608317,35.06119362,0.429791618,-0.559448605,0.129656987,,,0
1,453.0075941,417.5130799,54.98815397,0.042295968,-0.353673606,0.311377637,,,1
0,-20.47042507,94.05446741,-76.83848659,-0.619428737,0.337460022,0.281968716,,,0
1,38.09574445,744.7683189,56.73670099,0.038335346,-0.247637655,0.209302309,,,1
0,-28.83202821,-6.091051214,31.46666357,0.508152585,-0.505231263,-0.002921322,,,0
1,880.996489,-522.5293512,-356.3238493,0.015693951,-0.041997275,0.026303325,,,1
0,55.58152621,1.631007735,-60.14303349,0.08944063,0.48456765,-0.574008279,,,0
0,-42.2165969,1.128206414,42.90780788,0.398811292,-0.576071416,0.177260124,,,0
1,-55.43116415,-125.6346798,183.4970901,-0.502521935,-0.041268539,0.543790474,,,1
0,-58.65857163,23.68950718,31.99258348,0.23895692,-0.58467185,0.34571493,,,0
1,-704.6691859,-109.4926628,814.1596105,-0.038333987,0.034845603,0.003488384,,,1
1,-415.4038341,883.5386869,-466.0198008,0.023825642,0.018423289,-0.042248931,,,1
0,16.08453257,-48.34263535,52.05901873,0.601172608,-0.313213196,-0.287959412,,,0
0,34.61852763,40.39305382,-72.76143648,-0.381024628,0.609149032,-0.228124404,,,0
0,-72.03234038,75.80245602,-7.242107944,-0.226659967,-0.36397058,0.590630547,,,0
0,20.90652765,45.47957408,-63.27170729,-0.480011802,0.566923404,-0.086911602,,,0
0,37.24266871,50.15912943,-90.804618,-0.324862834,0.626981532,-0.302118698,,,0
1,-743.6159229,-39.5919646,785.3017047,-0.036790864,0.036617318,0.000173546,,,1
0,47.8283405,-51.89309179,11.67204068,0.484038453,0.068975366,-0.553013819,,,0
0,-42.55980629,97.46887506,-58.15601543,-0.582988407,0.125100766,0.457887641,,,0
0,20.12297115,-44.54612061,26.70136383,0.584975908,-0.178695034,-0.406280873,,,0
1,-853.7341332,597.5173787,-1.934338803,-0.011784324,0.241418109,-0.229633785,,,1
0,18.04461501,71.80111453,-93.2407233,-0.494566175,0.581170243,-0.086604068,,,0
1,612.6013803,-866.1099241,255.6611212,-0.013383491,-0.028144531,0.041528022,,,1
1,56.28680169,-288.6767004,234.9677947,0.381028128,0.040377102,-0.42140523,,,1
1,-452.4308193,883.2576807,-430.8291251,0.022136065,0.020220298,-0.042356363,,,1
1,-678.110539,-149.9215634,830.0454115,-0.039135815,0.033655186,0.005480629,,,1
0,-31.90584544,-5.717846346,34.4201384,0.488958469,-0.524580107,0.035621638,,,0
0,55.72238655,5.303727282,-62.88986756,0.114653502,0.469695212,-0.584348714,,,0
1,-272.0361168,868.8401887,49.20534355,0.029498139,-0.131389524,0.101891384,,,1
0,50.41664239,1.602820719,-55.71843164,-0.199716755,0.595038077,-0.395321322,,,0
0,-72.26114697,64.34210338,4.56650701,-0.115968747,-0.445555221,0.561523968,,,0
1,-533.3206908,5.982574249,-40.70784129,-0.264583291,0.578901892,-0.314318601,,,1
0,-52.31866072,16.75579227,32.2260816,0.328466062,-0.583391255,0.254925193,,,0
0,53.9186841,12.66857802,-69.51438405,-0.024271623,0.548769629,-0.524498006,,,0
0,24.26341102,-63.28060574,35.42122706,0.58745915,-0.16979154,-0.41766761,,,0
0,-14.23259355,90.55170176,-79.45262788,-0.614664619,0.383882433,0.230782186,,,0
0,50.65303554,27.71557715,-80.9749909,-0.112067393,0.588537474,-0.476470082,,,0
1,40.76178696,-761.4754983,723.3498661,-0.002011521,0.014477068,-0.012465547,,,1
1,598.5974115,-868.0917036,-31.624128,-0.013760908,-0.031349465,0.045110373,,,1
1,744.4361916,-785.6252644,-17.74221663,-0.002702948,-0.129251517,0.131954465,,,1
0,-63.59254989,24.39165598,41.41436281,0.117578997,-0.567001414,0.449422418,,,0
0,-0.795835304,-39.32433414,42.31710827,0.59262381,-0.363032836,-0.229590974,,,0
1,354.5020504,-877.5489222,525.1226576,-0.026532041,-0.015320096,0.041852137,,,1
0,-47.73331042,-2.188795354,52.12983869,0.350465914,-0.593346732,0.242880818,,,0
0,-42.22720159,3.069756785,36.07114591,0.417107098,-0.565482416,0.148375319,,,0
0,45.99707848,-28.96039132,-15.16405049,0.435478362,0.147290659,-0.582769021,,,0
0,-44.09589469,-6.149133766,52.53817952,0.387417116,-0.585985949,0.198568833,,,0
1,-72.51675796,41.76898976,-50.00237687,-0.369256317,0.587073522,-0.217817205,,,1
1,-405.040442,-466.5781475,-55.99696778,-0.042359365,0.344849364,-0.302489999,,,1
0,-67.32639631,22.90949969,47.10106075,0.054061422,-0.548811537,0.494750115,,,0
0,-67.93167366,26.74677898,43.57586304,0.00819667,-0.529957392,0.521760723,,,0
0,59.70215233,-45.59242873,-14.84958616,0.287923777,0.315927641,-0.603851417,,,0
1,-209.2695881,847.8396285,-638.5723041,0.03176914,0.008378155,-0.040147295,,,1
0,-49.88013524,11.03685742,35.87051318,0.345531982,-0.583883269,0.238351288,,,0
1,-806.5451792,715.4788364,91.06407913,-0.002648095,0.037964808,-0.035316713,,,1
1,554.9398859,-3.764149908,39.77928467,0.255770522,-0.572996564,0.317226041,,,1
0,-72.28683589,62.11098063,6.704070228,-0.078811832,-0.468116833,0.546928666,,,0
1,-835.8118963,219.4908187,-28.73258454,-0.029452313,0.348573431,-0.319121118,,,1
0,17.81918383,-27.05892446,5.79798505,0.576263648,-0.157533757,-0.418729891,,,0
0,-47.18485512,81.26561504,-31.7623491,-0.542362982,0.029255418,0.513107564,,,0
0,-66.68028027,63.9338959,4.969446427,-0.29747211,-0.306869657,0.604341767,,,0
0,-70.4701463,32.3623081,40.10678273,0.096804533,-0.506776216,0.409971682,,,0
0,47.56189925,-60.14545511,12.58355587,0.488893491,0.065811476,-0.554704967,,,0
0,-36.30111786,-5.045409927,43.16472164,0.445345845,-0.558088665,0.11274282,,,0
1,-765.0091072,-64.41345483,-14.45139151,0.039568703,0.213449054,-0.253017757,,,1
0,-36.7965964,-0.359422576,33.82531936,0.460307339,-0.542972446,0.082665107,,,0
0,-49.63908171,99.3324859,-53.14694631,-0.553576792,0.051072998,0.502503793,,,0
0,-70.97849378,68.99468845,-1.00643774,-0.20662493,-0.381549054,0.588173984,,,0
0,-16.52324947,-47.3238352,60.23657319,0.552058971,-0.49065324,-0.061405731,,,0
0,-57.41548687,5.362646782,52.05284009,0.134513766,-0.578901559,0.444387793,,,0
1,-865.7592927,-59.53757643,6.50287271,0.120619305,0.112773954,-0.233393259,,,1
0,39.2489587,45.57569935,-87.97629825,-0.307306107,0.625398209,-0.318092102,,,0
0,-69.31266936,48.21987442,18.22139659,-0.000211895,-0.512764001,0.512975896,,,0
0,-45.84513397,7.941019291,34.69563152,0.388946825,-0.573562693,0.184615868,,,0
1,191.5752099,-222.6869432,33.24872883,0.040249913,-0.53469896,0.494449046,,,1
0,-20.54715328,-18.2518536,40.61423272,0.534457474,-0.486192003,-0.048265471,,,0
0,-17.52429078,93.01274145,-78.74383334,-0.61797655,0.361431055,0.256545495,,,0
0,45.59276412,15.39727467,-60.99003879,-0.318646904,0.605626961,-0.286980057,,,0
0,-66.53188261,81.80893305,-18.27247067,-0.359090327,-0.238683692,0.59777402,,,0
0,-59.87845296,-16.12419493,33.05953798,0.436642872,-0.497284258,0.060641385,,,0
1,774.1975078,-762.4861693,-14.25989639,0.000276312,-0.151406135,0.151129823,,,1
0,-17.14265066,-30.97280203,50.4906836,0.55212875,-0.468806707,-0.083322043,,,0
0,-12.55083397,58.82913451,-49.95109805,-0.605408752,0.341218253,0.264190498,,,0
0,61.05693424,-28.13796656,-34.94052497,0.091087284,0.472389442,-0.563476726,,,0
0,18.71122445,69.16465064,-91.01965023,-0.493506022,0.579611175,-0.086105154,,,0
1,-564.9051396,871.196292,-304.2584018,0.016224291,0.025782604,-0.042006895,,,1
0,-42.65475237,-17.9277832,63.25588715,0.411198238,-0.586265985,0.175067747,,,0
0,30.06337171,-53.15642926,25.85083311,0.549636813,-0.064075203,-0.48556161,,,0
0,-62.83874783,88.00122441,-28.27797992,-0.426183396,-0.158076101,0.584259498,,,0
0,38.92190414,-61.987139,19.33522727,0.523932148,-0.000777192,-0.523154956,,,0
0,20.94343649,-53.71167881,35.42443569,0.583322346,-0.166721341,-0.416601005,,,0
0,25.69191632,-52.20048871,45.27454157,0.604851617,-0.263360856,-0.341490761,,,0
1,374.0998588,507.3520043,-879.4049987,0.04228966,-0.019431028,-0.022858632,,,1
1,586.3641278,-0.430043775,38.31365079,0.24207328,-0.563080384,0.321007103,,,1
0,-58.40237124,25.5265256,29.53617149,0.254615194,-0.583935754,0.32932056,,,0
0,-5.138664645,89.73766633,-87.9571898,-0.597386157,0.457520012,0.139866144,,,0
0,-5.282461883,86.27751653,-84.13128573,-0.598310624,0.448470408,0.149840216,,,0
1,-498.4290982,881.4308326,-380.8881047,0.019838982,0.022499304,-0.042338285,,,1
0,-51.4141755,-7.30745941,61.5062256,0.329124005,-0.60155479,0.272430785,,,0
1,-500.7335672,233.4197342,269.5018605,0.131713664,-0.013963848,-0.117749816,,,1
0,-10.97180081,-43.20359382,56.84002524,0.577215876,-0.432585197,-0.144630679,,,0
0,6.354041568,49.27093929,-59.2241697,-0.565474228,0.473361362,0.092112866,,,0
1,-881.994807,486.126606,395.8659373,-0.017421563,0.042185849,-0.024764285,,,1
1,-877.2052197,-50.53564128,-3.671597167,0.044450426,0.231156027,-0.275606453,,,1
0,-11.25351521,89.25099474,-81.13190275,-0.610535404,0.406286545,0.20424886,,,0
1,98.57630152,-811.8443256,-54.326037,-0.035057414,0.20022767,-0.165170257,,,1
0,41.89910755,15.39640009,-60.98951713,-0.319814005,0.605641587,-0.285827582,,,0
0,56.38308223,-2.806507676,-51.22815541,0.018045604,0.520745513,-0.538791117,,,0
0,-1.607981293,53.88873036,-55.91676996,-0.588698755,0.422222972,0.166475783,,,0
1,-69.29865678,477.9692374,-406.2868819,-0.287982607,-0.035527184,0.323509791,,,1
1,-732.8889257,148.5851096,586.4857616,0.007167668,0.028025922,-0.03519359,,,1
1,719.4967867,56.75570768,42.81351424,0.037468549,-0.37554971,0.338081161,,,1
1,863.2462372,-340.7026628,21.37610322,0.024970219,-0.32509174,0.300121521,,,1
0,-24.21029081,62.23704537,-41.73359699,-0.603211649,0.241351661,0.361859989,,,0
0,0.01749669,-28.90173169,30.76679604,0.590314891,-0.348469088,-0.241845803,,,0
1,-663.6360528,-8.445567948,-33.99918498,-0.203000944,0.530593953,-0.327593008,,,1
0,57.26158365,-16.4104153,-36.61285474,0.06782044,0.48737428,-0.55519472,,,0
1,-63.38183909,653.4748611,-587.6663875,-0.137468868,-0.026149268,0.163618136,,,1
1,-757.1403586,149.2622107,-20.50096799,-0.038736102,0.335535533,-0.296799431,,,1
0,-69.4780862,49.00936822,17.2472581,0.026834713,-0.523785114,0.496950401,,,0
0,44.84703739,-61.29695842,16.44992103,0.510438201,0.02787905,-0.538317251,,,0
0,-26.32073983,-35.54577313,61.86651295,0.474034239,-0.563986205,0.089951966,,,0
1,47.77680366,10.7190648,-55.78850566,0.476925756,0.042217411,-0.519143167,,,0
1,-511.1521733,8.195349319,-41.59575641,-0.273139874,0.584235825,-0.311095951,,,1
1,714.2972833,95.17270216,-807.3363559,0.038056218,-0.0351924,-0.002863818,,,1
0,51.23482395,-33.16063191,-15.717022,0.361334337,0.240774284,-0.602108621,,,0
0,45.21005934,35.72534396,-84.09007378,-0.220818626,0.616347844,-0.395529218,,,0
0,15.72107132,-61.07796421,45.35689289,0.605537901,-0.284213076,-0.321324825,,,0
0,35.35266623,50.39808883,-83.82215688,-0.377116786,0.617586441,-0.240469655,,,0
1,47.72695198,-682.717922,637.4647096,0.084084569,0.022929889,-0.107014458,,,1
0,-70.72855063,70.58683724,-2.849104472,-0.224562041,-0.367055581,0.591617622,,,0
0,-68.03450097,69.46730949,0.399417842,-0.249260561,-0.34765241,0.596912971,,,0
1,817.5439899,-699.3227885,-118.2234641,0.003920226,-0.038450057,0.034529831,,,1
0,50.85871521,22.37295714,-76.15598257,-0.118881019,0.587989817,-0.469108798,,,0
0,52.20832996,19.29771919,-74.79002608,-0.054301348,0.564177733,-0.509876385,,,0
0,-52.4468959,-48.49465082,57.16613913,0.412470162,-0.540367948,0.127897787,,,0
0,-63.22870814,35.97215666,27.25655148,-0.175873492,-0.414212081,0.590085573,,,0
1,-787.0506463,81.87922092,-36.22130264,-0.033852099,0.36656043,-0.332708331,,,1
0,-42.72908288,-19.23197818,61.96106106,0.350362388,-0.603300244,0.252937855,,,0
1,48.73354725,-670.730832,624.4765529,0.099663984,0.024037468,-0.123701452,,,1
0,-39.11682355,0.85285512,35.05795111,0.442549019,-0.553593625,0.111044606,,,0
0,-16.53753903,92.63634971,-79.35450621,-0.617194121,0.369255627,0.247938494,,,0
1,736.8168092,53.74279438,-790.5618672,0.037069915,-0.036204454,-0.000865461,,,1
0,-52.48966389,59.46830288,-10.63489002,-0.478467655,-0.084604806,0.563072461,,,0
1,305.4273747,557.4364177,57.33919733,0.042044604,-0.323183753,0.281139149,,,1
0,13.49601329,51.80533839,-62.23947581,-0.523513664,0.534611044,-0.01109738,,,0
0,-44.47540295,-23.19938357,25.27313128,0.391999425,-0.530909673,0.138910249,,,0
1,-869.838239,300.4660796,569.369946,-0.025955173,0.042011679,-0.016056507,,,1
0,-30.93365725,-10.02435038,42.77515339,0.480867712,-0.537151195,0.056283483,,,0
1,862.6771629,-263.0059383,-599.6692745,0.027557296,-0.041690262,0.014132966,,,1
0,-68.18225675,25.81967442,45.04752047,0.025588866,-0.536418908,0.510830042,,,0
1,688.7908461,70.62140444,-29.54739859,-0.280689756,0.187977627,0.092712129,,,1
0,-63.05163547,25.54576852,37.50586695,-0.064108686,-0.48973997,0.553848656,,,0
1,54.63340681,-325.9796802,274.126627,0.414408756,0.032297041,-0.446705797,,,1
1,-17.72255389,736.9374306,-716.5557982,0.311578721,0.011574844,-0.323153565,,,1
1,862.3350572,-260.7217915,-599.5549605,0.027457903,-0.041623248,0.014165345,,,1
0,-43.16010282,-10.84793703,37.64068574,0.50160005,-0.445643259,-0.055956791,,,0
1,-202.932701,32.47400013,-48.7192782,-0.349048963,0.603300268,-0.254251305,,,1
1,865.7595843,59.53793177,-6.502742502,-0.12061337,-0.112773844,0.233387213,,,1
1,-67.76189512,216.2391809,-146.1287497,-0.421632737,-0.041511226,0.463143963,,,1
0,-28.25666573,-12.24790556,42.46234424,0.481849184,-0.530104899,0.048255715,,,0
0,-62.98369619,33.48807134,26.15338214,0.184420512,-0.574286175,0.389865663,,,0
0,-37.55822509,-23.1875039,63.41753949,0.450765229,-0.570411843,0.119646615,,,0
1,-446.355785,-435.9402077,884.3837821,-0.042325558,0.02294342,0.019382139,,,1
0,-20.0329683,70.34144565,-47.38805714,-0.611487034,0.312362981,0.299124053,,,0
1,-62.86117157,-747.5062552,810.427317,-0.037245578,0.004235083,0.033010496,,,1
0,-35.89797428,-1.185852161,33.75344691,0.466171396,-0.539412689,0.073241293,,,0
0,47.38966521,-17.2287324,-33.58918392,0.369902261,0.234735887,-0.604638148,,,0
1,429.1010085,-882.9427655,455.8381117,-0.023305978,-0.018966905,0.042272883,,,1
0,-69.23642155,46.13922522,25.40227844,-0.090956042,-0.468899322,0.559855364,,,0
1,52.53848054,-123.5966862,73.75358725,0.443059048,0.042205215,-0.485264263,,,1
0,-45.52935756,95.88292566,-53.47686576,-0.568314315,0.086655493,0.481658822,,,0
0,49.76568552,-17.63268626,-35.30652263,0.340809071,0.268339661,-0.609148732,,,0
1,-256.7903108,-603.9906036,860.7786509,-0.041639019,0.014009941,0.027629078,,,1
0,-49.67245455,14.33620765,31.87329369,0.358626083,-0.578459589,0.219833506,,,0
1,-745.3504275,-19.33619326,-27.86025929,-0.14974167,0.478291344,-0.328549674,,,1
1,183.8354578,57.52147714,-48.42209166,-0.382138071,0.512008407,-0.129870336,,,1
1,354.4858426,6.11577067,10.27852595,0.310256578,-0.578332335,0.268075757,,,1
1,-641.2559114,-204.2954663,847.5639131,-0.040078611,0.031971773,0.008106839,,,1
0,-30.34844499,-29.73974066,62.75794278,0.497168367,-0.541385406,0.044217039,,,0
1,-698.4912428,821.4226299,22.83863726,0.006659085,0.095406432,-0.102065517,,,1
0,-59.32042749,74.38306222,-12.83572375,-0.434434798,-0.15006163,0.584496428,,,0
1,877.1860137,50.53551982,3.671256113,-0.044445349,-0.231155947,0.275601295,,,1
1,-414.3392462,178.0727238,2.260703771,0.154209258,0.064146009,-0.218355266,,,1
0,-34.00313379,72.95550237,-36.24436356,-0.596189095,0.182036736,0.414152358,,,0
0,9.021962622,64.2561344,-71.03421453,-0.552922059,0.510721047,0.042201012,,,0
1,-882.0323396,475.227902,408.8268609,-0.018018698,0.04223233,-0.024213632,,,1
1,652.6381027,191.1143556,-841.6202634,0.039865857,-0.03238425,-0.007481606,,,1
1,-51.40966874,-197.8276663,251.6694692,-0.50766857,-0.040151327,0.547819897,,,1
1,-355.8124601,22.28361629,-46.33231825,-0.321836858,0.604671723,-0.282834866,,,1
0,-51.13364893,71.26546201,-17.42926941,-0.520754443,-0.015131652,0.535886095,,,0
0,-30.40294,97.89289809,-70.86868943,-0.615098946,0.25357045,0.361528496,,,0
1,422.3502699,-889.5451492,-42.65740056,-0.023290929,0.06295176,-0.03966083,,,1
1,-19.42468453,744.9754779,-722.9922606,0.299161366,0.010296327,-0.309457693,,,1
1,858.3593905,41.26028785,12.17773063,0.021577009,-0.324009802,0.302432793,,,1
0,-68.96785746,55.29076007,15.50633279,-0.093806902,-0.462786283,0.556593185,,,0
0,-15.3010332,-44.18425277,65.62103604,0.559709845,-0.422222889,-0.137486957,,,0
0,-83.60526955,43.87845246,41.6738558,0.183842691,-0.522170845,0.338328155,,,0
0,-23.0642938,-10.36326508,29.97288877,0.5346732,-0.474717726,-0.059955474,,,0
1,636.9809548,-621.3924049,-13.47864582,0.022642248,-0.420164436,0.397522188,,,1
1,-60.9372687,-51.13242996,49.65623059,0.38137656,-0.55255375,0.17117719,,,0
1,-868.216226,-44.79046275,-9.113272831,0.002466,0.291221281,-0.293687281,,,1
1,868.1287289,-540.8602718,-45.91139219,0.014907941,-0.220854634,0.205946693,,,1
1,624.9140938,70.72976226,-33.78560308,-0.307548519,0.25005159,0.057496929,,,1
0,-11.53061466,-19.77658102,28.11010112,0.571570264,-0.409145853,-0.162424411,,,0
0,-27.25220734,80.63645404,-51.14832894,-0.608549084,0.241702424,0.366846661,,,0
1,41.64487712,144.6942815,-183.7206844,0.496616619,0.040974172,-0.537590791,,,1
1,304.7020088,-26.45869727,47.40905581,0.334214723,-0.605916062,0.271701339,,,1
1,-60.38875925,-14.06405765,76.78770252,-0.486451283,-0.042125932,0.528577215,,,0
1,866.5204538,-551.6883162,-49.23375871,0.014283552,-0.21297783,0.198694278,,,1
0,-3.891656461,-22.3685422,22.94036438,0.58618807,-0.351371593,-0.234816477,,,0
1,416.9099446,-882.5920872,467.6786891,-0.023858817,-0.018369947,0.042228764,,,1
0,-50.78389547,90.44870247,-37.75380295,-0.521592423,-0.011568374,0.533160797,,,0
1,804.7964145,-86.00748954,-718.7880401,0.033488437,-0.039244267,0.005755829,,,1
1,-637.092103,853.9526877,28.52440155,0.011212875,0.054856546,-0.066069421,,,1
0,43.55418216,38.69832722,-85.40627046,-0.247401173,0.620623086,-0.373221913,,,0
0,-63.13326392,33.23496501,31.7234955,0.123732462,-0.563431068,0.439698606,,,0
1,366.6552681,65.13683853,-44.5994082,-0.368228565,0.428997029,-0.060768464,,,1
0,-11.97176593,-33.04792233,47.30513915,0.569110599,-0.439365482,-0.129745117,,,0
0,51.20391777,-25.46557303,-23.79318398,0.379998088,0.221101559,-0.601099647,,,0
0,9.500908028,-51.47273199,57.73686175,0.596125574,-0.356777307,-0.239348267,,,1
0,-9.64317704,86.3550343,-79.61460776,-0.607884843,0.412126528,0.195758315,,,0
